Mnemonic,Name,Old ID,Active,Type,Category,MFLCode
XTEWANHP,Tewane Health Post,08-4-01,Y,O,Remote,6675b20178fc5428625b363b
XBONWHP,Bonwapitse Health Post,08-4-02,Y,O,Remote,6675b20178fc5428625b363c
XMORALHP,Moralane H Post,08-4-03,Y,O,Remote,6675b20178fc5428625b363d
XDIBETHP,Dibete Health Post,08-4-04,Y,O,Remote,6675b20178fc5428625b363e
XDOVEDHP,Dovedale Health Post,08-4-05,Y,O,Remote,6675b20178fc5428625b363f
XMOWANHP,Mowana Health Post,08-4-06,Y,O,Remote,6675b20178fc5428625b3640
XIKONGHP,Ikongwe Health Post,08-4-07,Y,O,Remote,6675b20178fc5428625b3641
XMOKGEHP,Mokgenene Health Post,08-4-08,Y,O,Remote,6675b20178fc5428625b3642
XKODIHP,Kodibeleng Health Post,08-4-09,Y,O,Remote,6675b20178fc5428625b3643
XKUDUMHP,Kudumatse Health Post,08-4-10,Y,O,Remote,6675b20178fc5428625b3644
XBDFMALHP,BDF Mahalapye H Post,08-4-11,Y,O,Remote,6675b20178fc5428625b3645
XLEETHP,Leetile Health Post,08-4-12,Y,O,Remote,6675b20178fc5428625b3646
XMAKWHP,Makwate Health Post,08-4-14,Y,O,Remote,6675b20178fc5428625b3647
XMADIBHP,Madiba Health Post,08-4-15,Y,O,Remote,6675b20178fc5428625b3648
XMMAPHHP,Mmaphashalala HP,08-4-16,Y,O,Remote,6675b20178fc5428625b3649
XMMUTHP,Mmutlane Health Post,08-4-17,Y,O,Remote,6675b20178fc5428625b364a
XMHALHP,Mhalapitsa Health Post,08-4-18,Y,O,Remote,6675b20178fc5428625b364b
XMOKOSWHP,Mokoswane H Post,08-4-19,Y,O,Remote,6675b20178fc5428625b364c
XMOKOBHP,Mokobeng Health Post,08-4-20,Y,O,Remote,6675b20178fc5428625b364d
XMOSHHP,Moshopha Health Post,08-4-21,Y,O,Remote,6675b20178fc5428625b364e
XMOSOLHP,Mosolotshane H Post,08-4-22,Y,O,Remote,6675b20178fc5428625b364f
XNGWAHP,Ngwapa Health Post,08-4-23,Y,O,Remote,6675b20178fc5428625b3650
XPALLAHP,Palla Road Health Post,08-4-24,Y,O,Remote,6675b20178fc5428625b3651
XPOLOHP,Poloka Health Post,08-4-25,Y,O,Remote,6675b20178fc5428625b3652
XOTSEHP,Otse Health Post,08-4-26,Y,O,Remote,6675b20178fc5428625b3653
XSHAKHP,Shakwe Health Post,08-4-28,Y,O,Remote,6675b20178fc5428625b3654
XTAUPHP,Taupye Health Post,08-4-29,Y,O,Remote,6675b20178fc5428625b3655
XSEFHPH,Sefhare Primary Hospital,8-2-1,Y,O,Remote,6675b20178fc5428625b3656
XMACHAC,Machaneng Clinic,08-3-02,Y,O,Remote,6675b20178fc5428625b3657
XPILIKC,Pilikwe Clinic,08-3-05,Y,O,Remote,6675b20178fc5428625b3658
XRAMOKC,Ramokgonami Clinic,08-3-06,Y,O,Remote,6675b20178fc5428625b3659
XSELEC,Seleka Clinic,08-3-12,Y,O,Remote,6675b20178fc5428625b365a
XCHADIC,Chadibe Clinic,08-3-15,Y,O,Remote,6675b20178fc5428625b365b
XTEWCL,Tewane Health Post,08-4-01,N,O,Remote,6675b20178fc5428625b365c
XMAAPEHP,Maape Health Post,08-4-13,Y,O,Remote,6675b20178fc5428625b365d
XLETORHP,Letoreng Health Post,,Y,O,Remote,6675b20178fc5428625b365e
XMATLHP,Matlhako Health Post,08-4-27,Y,O,Remote,6675b20178fc5428625b365f
XGANPH,Gantsi Primary Hospital,07-2-1,Y,O,Remote,6675b20178fc5428625b3660
XCHARLC,Charleshill Clinic,07-3-01,Y,O,Remote,6675b20178fc5428625b3661
XMORAMC,Morama Clinic,07-03-06,Y,O,Remote,6675b20178fc5428625b3662
XKALKFC,Kalkfontein Clinic,07-3-02,Y,O,Remote,6675b20178fc5428625b3663
XTSOOTC,Tsootsha Clinic,07-3-02,N,O,Remote,6675b20178fc5428625b3664
XNCOJAC,Ncojane Clinic,07-3-03,Y,O,Remote,6675b20178fc5428625b3665
XCHARLCPM,Charleshill Clinic,,Y,O,Remote,6675b20178fc5428625b3666
XGANTC,Gantsi Clinic,07-3-04,Y,O,Remote,6675b20178fc5428625b3667
XNOJAC,Nojane Clinic,07-3-03,Y,O,Remote,6675b20178fc5428625b3668
XNEWXAC,New Xade Clinic,07-3-04,Y,O,Remote,6675b20178fc5428625b3669
XBEREHP,Bere Health Post,07-4-01,Y,O,Remote,6675b20178fc5428625b366a
XKACGAHP,Kacgae Health Post,07-4-03,Y,O,Remote,6675b20178fc5428625b366b
XKARAKHP,Karakubis Health Post,07-4-04,Y,O,Remote,6675b20178fc5428625b366c
XKUKEHP,Kuke Heath Post,07-4-05,Y,O,Remote,6675b20178fc5428625b366d
XKOLEHP,Kole Health Post,07-4-06,Y,O,Remote,6675b20178fc5428625b366e
XMAKUNHP,Makunda Health Post,07-4-07,Y,O,Remote,6675b20178fc5428625b366f
XWESTHHP,West Hanahai Health Post,7-4-8,Y,O,Remote,6675b20178fc5428625b3670
XEASTHHP,East Hanahai Health Post,7-4-9,Y,O,Remote,6675b20178fc5428625b3671
XXANAGHP,Xanagas Health Post,07-4-10,Y,O,Remote,6675b20178fc5428625b3672
XMETSIMAHP,Metsimantso H Post,07-4-12,Y,O,Remote,6675b20178fc5428625b3673
XGROOTHP,Grootlaagte Health Post,7-4-13,Y,O,Remote,6675b20178fc5428625b3674
XCHOBHP,Chobokwane Health Post,07-4-14,Y,O,Remote,6675b20178fc5428625b3675
XQABOHP,Qabo Health Post,07-4-15,Y,O,Remote,6675b20178fc5428625b3676
XXADEHP,Xade Health Post,07-4-16,Y,O,Remote,6675b20178fc5428625b3677
XSHAAHP,SHAA Health Post,07-4-17,Y,O,Remote,6675b20178fc5428625b3678
XPRISHP,Prison Health Post,07-4-18,Y,O,Remote,6675b20178fc5428625b3679
XSCOTIC,Scottish Livingstone Hosp,5-1,Y,O,Remote,6675b20178fc5428625b367a
XGUDHP,Gudigwa Health Post,14-4-19,N,O,Remote,6675b20178fc5428625b367b
XSERIHP,Serinane Health Post,,Y,O,Remote,6675b20178fc5428625b367c
XBHPMOLC,BHP Clinic Molepolole,,Y,O,Remote,6675b20178fc5428625b367d
XBORAKC,Borakalalo Clinic,05-3-02,Y,O,Remote,6675b20178fc5428625b367e
XBORIBC,Boribamo Clinic,05-3-03,Y,O,Remote,6675b20178fc5428625b367f
XKGOSIC,Kgosing Clinic,05-3-05,Y,O,Remote,6675b20178fc5428625b3680
XLENTC,Lentsweletau Clinic,05-3-07,Y,O,Remote,6675b20178fc5428625b3681
XLEPHEC,Lephephe Clinic,05-3-08,Y,O,Remote,6675b20178fc5428625b3682
XMOLCOC,Molepolole Council Cl,05-3-13,Y,O,Remote,6675b20178fc5428625b3683
XLAZANC,Lazane Kaplan Clinic,06-3-14,Y,O,Remote,6675b20178fc5428625b3684
XMOLCOEC,MolepololeCollege of Education,,Y,O,Remote,6675b20178fc5428625b3685
XMOLEPC,Molepolole Prison Cl,05-3-17,Y,O,Remote,6675b20178fc5428625b3686
XPHUTHC,Phuthadikobo Clinic,05-3-18,Y,O,Remote,6675b20178fc5428625b3687
XSOJWEC,Sojwe Clinic,05-3-19,Y,O,Remote,6675b20178fc5428625b3688
XIKAGOC,Ikago Clinic,05-3-21,Y,O,Remote,6675b20178fc5428625b3689
XBORAKNC,Borakalalo New Clinic,05-3-23,Y,O,Remote,6675b20178fc5428625b368a
XMMOKOC,Mmokolodi Clinic,05-3-24,Y,O,Remote,6675b20178fc5428625b368b
XLOOLHP,Loologane Clinic,05-3-25,Y,O,Remote,6675b20178fc5428625b368c
XNTSWEC,Ntsweletau Clinic,05-3-,Y,O,Remote,6675b20178fc5428625b368d
XBOSWEC,Boswelakoko Clinic,05-3-,Y,O,Remote,6675b20178fc5428625b368e
XBOATLHP,Boatlaname Health Post,05-4-01,Y,O,Remote,6675b20178fc5428625b368f
XGAKUTHP,Gakutlo Health Post,05-4-03,Y,O,Remote,6675b20178fc5428625b3690
XGAMODHP,Gamodubu Health Post,05-4-04,Y,O,Remote,6675b20178fc5428625b3691
XHATSHP,Hatsalatladi H Post,05-4-05,Y,O,Remote,6675b20178fc5428625b3692
XKGOPEHP,Kgope Health Post,05-4-06,Y,O,Remote,6675b20178fc5428625b3693
XLESILHP,Lesilakgokong H Post,5-4-09,Y,O,Remote,6675b20178fc5428625b3694
XMAHETHP,Mahetwe Health Post,05-4-10,Y,O,Remote,6675b20178fc5428625b3695
XMEDIEHP,Medie Health Post,05-4-11,Y,O,Remote,6675b20178fc5428625b3696
XSHADHP,Shadisshadi H Post,05-4-14,Y,O,Remote,6675b20178fc5428625b3697
XGABAHP,Gabane Health Post,05-4-15,Y,O,Remote,6675b20178fc5428625b3698
XMOGONOHP,Mogonono Health Post,05-4-16,Y,O,Remote,6675b20178fc5428625b3699
XDITSHHP,Ditshukudu Health Post,05-4-17,Y,O,Remote,6675b20178fc5428625b369a
XKWENHP,Kweneng Health Post,05-4-18,Y,O,Remote,6675b20178fc5428625b369b
XLEKGWHP,Lekgwapeng Health Post,05-4-19,Y,O,Remote,6675b20178fc5428625b369c
XMAGOKHP,Magokotswane H Post,05-4-20,Y,O,Remote,6675b20178fc5428625b369d
XMMANHP,Mmanoko Health Post,05-4-21,Y,O,Remote,6675b20178fc5428625b369e
XMMATHP,Mmatseta Health Post,05-4-22,Y,O,Remote,6675b20178fc5428625b369f
XTLOOWHP,Tloowaneng H Post,05-4-23,Y,O,Remote,6675b20178fc5428625b36a0
XTHEBEH,Thebephatswa Hospital,20-2-01,Y,O,Remote,6675b20178fc5428625b36a1
XLETHCL,Letlhakeng Clinic,20-3-01,Y,O,Remote,6675b20178fc5428625b36a2
XMOTOKWC,Motokwe Clinic,20-3-02,Y,O,Remote,6675b20178fc5428625b36a3
XNGWAREC,Ngware Clinic,20-3-03,Y,O,Remote,6675b20178fc5428625b36a4
XSALAC,Salajwe Clinic,20-3-04,Y,O,Remote,6675b20178fc5428625b36a5
XTAKATOKC,Takatokwane Clinic,20-3-05,Y,O,Remote,6675b20178fc5428625b36a6
XMOSHAWC,Moshaweng Clinic,20-3-06,Y,O,Remote,6675b20178fc5428625b36a7
XKHUDC,Khudumelapye Clinic,20-3-07,Y,O,Remote,6675b20178fc5428625b36a8
XBOTLHAPC,Botlhapatlou Clinic,20-3-08,Y,O,Remote,6675b20178fc5428625b36a9
XMALWELHP,Malwelwe Health Post,20-4-07,Y,O,Remote,6675b20178fc5428625b36aa
XKHEKHP,Khekhenye Health Post,20-4-01,Y,O,Remote,6675b20178fc5428625b36ab
XDITSC,Ditshegwane Health Post,20-4-2,Y,O,Remote,6675b20178fc5428625b36ac
XDUTLWHP,Dutlwe Health Post,20-4-03,Y,O,Remote,6675b20178fc5428625b36ad
XDIPHUHP,Diphuduhudu Health Post,20-4-4,Y,O,Remote,6675b20178fc5428625b36ae
XKOTOHP,Kotolaname Health Post,20-4-05,Y,O,Remote,6675b20178fc5428625b36af
XMABOAHP,Maboane Health Post,20-4-06,Y,O,Remote,6675b20178fc5428625b36b0
XMONWHP,Monwane Health Post,20-4-09,Y,O,Remote,6675b20178fc5428625b36b1
XKAUDHP,Kaudwane Health Post,20-4-10,Y,O,Remote,6675b20178fc5428625b36b2
XSESUHP,Sesung Health Post,20-4-11,Y,O,Remote,6675b20178fc5428625b36b3
XTSETSHP,Tsetseng Health Post,20-4-12,Y,O,Remote,6675b20178fc5428625b36b4
XSHORHP,Sorilatholo H Post,20-4-13,Y,O,Remote,6675b20178fc5428625b36b5
XTSHWAHP,Tshwaane Health Post,20-4-14,Y,O,Remote,6675b20178fc5428625b36b6
ZCGABON,Bontleng Clinic,GA,Y,O,Local,6675b20178fc5428625b36b7
ZCGABRT,Broadhurst Traditional Cl,GA,Y,O,Local,6675b20178fc5428625b36b8
ZCGAPMI,Princess Marina Hosp IDCC,GA,Y,O,Local,6675b20178fc5428625b36b9
ZCFRARW,Area W Clinic,FR,Y,O,Local,6675b20178fc5428625b36ba
ZCFRBOT,Botswelelo Clinic,FR,Y,O,Local,6675b20178fc5428625b36bb
XBOTSWC,Botswelelo Clinic,16-3-06,Y,O,Remote,6675b20178fc5428625b36bc
ZCFRGEE,Gerald Estate Clinic,FR,Y,O,Local,6675b20178fc5428625b36bd
XNTSWC,Ntswe Clinic,16-3-,Y,O,Remote,6675b20178fc5428625b36be
ZCFRJUB,Jubilee Clinic,16-3-10,Y,O,Local,6675b20178fc5428625b36bf
XJUBIC,Jubilee Clinic,16-3-10,Y,O,Remote,6675b20178fc5428625b36c0
ZCFRNYI,Nyangabwe Hospital IDCC,FR,Y,O,Local,6675b20178fc5428625b36c1
ZCNGMAC,Maun Council Clinic,MA,Y,O,Local,6675b20178fc5428625b36c2
ZCNGMAI,Maun General Hospital IDCC,MA,Y,O,Local,6675b20178fc5428625b36c3
ZCSPKAS,Kadimo Samson Clinic,SE,Y,O,Local,6675b20178fc5428625b36c4
ZCSPNEW,Newtown Clinic,SE,Y,O,Local,6675b20178fc5428625b36c5
ZCSPNUT,Nutrition Clinic,SE,Y,O,Local,6675b20178fc5428625b36c6
ZCSPSER,Serowe Clinic,SE,Y,O,Local,6675b20178fc5428625b36c7
ZCSPSEI,Sekgoma Hospital IDCC,SE,Y,O,Local,6675b20178fc5428625b36c8
XSEKGOH,Sekgoma Memorial Hospital,3-1,Y,O,Remote,6675b20178fc5428625b36c9
ASPC,Serowe,,N,O,Local,6675b20178fc5428625b36ca
ATANTNW,AT AnteNatal and Delivery ward,,N,I,Local,6675b20178fc5428625b36cb
ATCDEN,AT Dental Dept,,Y,O,Local,6675b20178fc5428625b36cc
ATCDIA,AT Diabetic Clinic,,Y,O,Local,6675b20178fc5428625b36cd
ATCDIE,AT Dietetics Clinic,,Y,O,Local,6675b20178fc5428625b36ce
ATCEYE,AT Eye Clinic,,Y,O,Local,6675b20178fc5428625b36cf
ATCGYN,AT Gynaecology Clinic,,Y,O,Local,6675b20178fc5428625b36d0
ATCHYP,AT Hypertensive Clinic,,Y,O,Local,6675b20178fc5428625b36d1
ATCOPD,AT OUTPATIENT DEP CLINIC,,Y,O,Local,6675b20178fc5428625b36d2
ATCPEAD,AT Paediatric Clinic,,Y,O,Local,6675b20178fc5428625b36d3
ATCPHY,AT Physiotherapy,,Y,O,Local,6675b20178fc5428625b36d4
ATCPHYS,AT Physician Clinic,,Y,O,Local,6675b20178fc5428625b36d5
ATCPSY,AT Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b36d6
ATCRAD,AT Radiology Dept,,Y,O,Local,6675b20178fc5428625b36d7
ATCSCW,AT Social Workers,,Y,O,Local,6675b20178fc5428625b36d8
ATCSRH,AT Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b36d9
ATCSTA,AT Staff Clinic,,Y,O,Local,6675b20178fc5428625b36da
ATCSUR,AT General Surgery Clinic,,Y,O,Local,6675b20178fc5428625b36db
ATCTB,AT TB Clinic,,Y,O,Local,6675b20178fc5428625b36dc
ATCYOU,AT Youth Friendly Clinic,,Y,O,Local,6675b20178fc5428625b36dd
ATDHIS,Athlone DHIS,,Y,O,Local,6675b20178fc5428625b36de
ATDLAB,AT Laboratory,,Y,O,Local,6675b20178fc5428625b36df
ATDOPD,AT Outpatient Department,,Y,O,Local,6675b20178fc5428625b36e0
ATDPHA,AT Pharmacy,,Y,O,Local,6675b20178fc5428625b36e1
ATFGENW,AT Female General Ward,,Y,I,Local,6675b20178fc5428625b36e2
ATFMEDW,AT Female Medical Ward,,N,I,Local,6675b20178fc5428625b36e3
ATFTBW,AT Female TB Ward,,N,I,Local,6675b20178fc5428625b36e4
ATMATH,AT Major Theatre,,Y,O,Local,6675b20178fc5428625b36e5
ATMATWD,AT Maternity Ward,,Y,I,Local,6675b20178fc5428625b36e6
ATMAVPR,MAVAIVAI CLINIC,,Y,O,Local,6675b20178fc5428625b36e7
ATMGENW,AT Male General Ward,,Y,I,Local,6675b20178fc5428625b36e8
ATMITH,AT Minor Theatre,,Y,O,Local,6675b20178fc5428625b36e9
ATMMEDW,AT Male Medical Ward,,N,I,Local,6675b20178fc5428625b36ea
ATMTBW,AT Male TB Ward,,N,I,Local,6675b20178fc5428625b36eb
ATNURW,AT Nursery Ward,,N,I,Local,6675b20178fc5428625b36ec
ATONCOLOGY,AT Oncology Ward,,Y,I,Local,6675b20178fc5428625b36ed
ATPAEDW,AT Paediatric Ward,,Y,I,Local,6675b20178fc5428625b36ee
ATPECIDCC,AT Peleng East Clinic IDCC,,Y,O,Local,6675b20178fc5428625b36ef
ATPECSRH,AT Peleng East Clinic SRH,,Y,O,Local,6675b20178fc5428625b36f0
ATPECTB,AT Peleng East TB Clinic,,Y,O,Local,6675b20178fc5428625b36f1
ATPOSTW,AT Post Natal Ward,,N,I,Local,6675b20178fc5428625b36f2
ATREVENUE,AT Athlone Revenue Office,,Y,O,Local,6675b20178fc5428625b36f3
ATSCBU,AT Special Care Baby Unit,,N,I,Local,6675b20178fc5428625b36f4
ATTBWD,AT TB Ward,,Y,I,Local,6675b20178fc5428625b36f5
ATTHCIDCC,THEMA CLINIC,,Y,O,Local,6675b20178fc5428625b36f6
ATWHCOPD,AT Woodhall Clinic OPD,,Y,O,Local,6675b20178fc5428625b36f7
ATWHCSRH,AT Woodhall SRH,,Y,O,Local,6675b20178fc5428625b36f8
ATWHIDCC,AT WOODHALL IDCC,,Y,O,Local,6675b20178fc5428625b36f9
BLANTNW,BL Ante Natal Ward,,Y,I,Local,6675b20178fc5428625b36fa
BLCAUD,BL Audiology Clinic,,Y,O,Local,6675b20178fc5428625b36fb
BLCCWC,BL Child Welfare Care Clinic,,Y,O,Local,6675b20178fc5428625b36fc
BLCDEN,BL Dental Clinic,,Y,O,Local,6675b20178fc5428625b36fd
BLCDIE,BL Dietetics Clinic,,Y,O,Local,6675b20178fc5428625b36fe
BLCENT,BL ENT Clinic,,Y,O,Local,6675b20178fc5428625b36ff
BLCEYE,BL Eye Clinic,,Y,O,Local,6675b20178fc5428625b3700
BLCFRA,BL Fracture Clinic,,Y,O,Local,6675b20178fc5428625b3701
BLCGYN,BL Gynaecology Clinic,,Y,O,Local,6675b20178fc5428625b3702
BLCMED,BL Diabetic Clinic,,Y,O,Local,6675b20178fc5428625b3703
BLCPAE,BL Paediatric Clinic,,Y,O,Local,6675b20178fc5428625b3704
BLCPAS,BL Pastoral Care Dept,,Y,O,Local,6675b20178fc5428625b3705
BLCPHY,BL Physiotherapy Clinic,,Y,O,Local,6675b20178fc5428625b3706
BLCPSY,BL Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b3707
BLCPSYC,BL Psychology Clinic,,Y,O,Local,6675b20178fc5428625b3708
BLCSPC,BL Speech Therapy Clinic,,Y,O,Local,6675b20178fc5428625b3709
BLCSRH,BL Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b370a
BLCSROM,BL Caesarian Room,,Y,I,Local,6675b20178fc5428625b370b
BLCSUR,BL Surgical Clinic,,Y,O,Local,6675b20178fc5428625b370c
BLCTB,BL Tubercolosis Clinic,,Y,O,Local,6675b20178fc5428625b370d
BLCYOU,BL Youth Friendly Services Cli,,Y,O,Local,6675b20178fc5428625b370e
BLDHIS,Bamalete DHIS,,Y,O,Local,6675b20178fc5428625b370f
BLDHOS,BL Hospice Department,,Y,O,Local,6675b20178fc5428625b3710
BLDLAB,BL Laboratory,,Y,O,Local,6675b20178fc5428625b3711
BLDOPD,BL Outpatient Department,,Y,O,Local,6675b20178fc5428625b3712
BLDPHA,BL Pharmacy,,Y,O,Local,6675b20178fc5428625b3713
BLDRAD,BL Radiology Department,,Y,O,Local,6675b20178fc5428625b3714
BLDSOC,BL Social Work Department,,Y,O,Local,6675b20178fc5428625b3715
BLFHDWD,BL High Depandancy,,N,I,Local,6675b20178fc5428625b3716
BLFMEDW,BL Female Ward,,Y,I,Local,6675b20178fc5428625b3717
BLFPRVT,BL Female Private Ward,,Y,I,Local,6675b20178fc5428625b3718
BLFTBWD,BL Female TB Ward,,Y,I,Local,6675b20178fc5428625b3719
BLISOMT,BL Maternity - Isolation Ward,,Y,I,Local,6675b20178fc5428625b371a
BLKANGA,BL Kangaroo Ward,,Y,I,Local,6675b20178fc5428625b371b
BLLABOW,BL Labour Ward,,Y,I,Local,6675b20178fc5428625b371c
BLMATNW,BL Maternity Ward,,Y,I,Local,6675b20178fc5428625b371d
BLMMEDW,BL Male Ward,,Y,I,Local,6675b20178fc5428625b371e
BLMPRVT,BL Male Private Ward,,N,I,Local,6675b20178fc5428625b371f
BLMTBWD,BL Male TB Ward,,Y,I,Local,6675b20178fc5428625b3720
BLNEONW,BL Neo-Natal Ward,,Y,I,Local,6675b20178fc5428625b3721
BLPAEDW,BL Paediatrics Ward,,Y,I,Local,6675b20178fc5428625b3722
BLPAEGR,BL Paediatrics - Greeny,,N,I,Local,6675b20178fc5428625b3723
BLPAEPI,BL Paediatrics - Pinky,,N,I,Local,6675b20178fc5428625b3724
BLPAEYL,BL Paediatrics - Yellowy,,N,I,Local,6675b20178fc5428625b3725
BLPOSTW,BL Post Natal Ward,,Y,I,Local,6675b20178fc5428625b3726
BLPRVTW,BL Maternity - Private Ward,,Y,I,Local,6675b20178fc5428625b3727
BLREVENUE,BL Saundry Revenue,,Y,O,Local,6675b20178fc5428625b3728
BLTBWRD,BL TB Ward,,Y,I,Local,6675b20178fc5428625b3729
BLTHEA,BL Theatre Department,,Y,O,Local,6675b20178fc5428625b372a
BPCDEN,BP Dental Clinic,,Y,O,Local,6675b20178fc5428625b372b
BPCDIA,BP Diabetic Clinic,,Y,O,Local,6675b20178fc5428625b372c
BPCEYE,BP Eye Clinic,,Y,O,Local,6675b20178fc5428625b372d
BPCHYP,BP Hypertension Clinic,,Y,O,Local,6675b20178fc5428625b372e
BPCPSY,BP Psychiatric Clinic,,Y,O,Local,6675b20178fc5428625b372f
BPCSRH,BP Sexual Reproductive Health,,Y,O,Local,6675b20178fc5428625b3730
BPCVIA,BP VIA Clinic,,Y,O,Local,6675b20178fc5428625b3731
BPCYOU,BP Youth Clinic,,Y,O,Local,6675b20178fc5428625b3732
BPDHIS,Bobonong DHIS,,Y,O,Local,6675b20178fc5428625b3733
BPDOPD,BP Outpatient Department,,Y,O,Local,6675b20178fc5428625b3734
BPDRAD,BP Radiology Dept,,Y,O,Local,6675b20178fc5428625b3735
BPDSOC,BP Social Work Dept,,Y,O,Local,6675b20178fc5428625b3736
BPFGENW,BP Female Ward,,Y,I,Local,6675b20178fc5428625b3737
BPHDGEN,BP High Dependency General W,,Y,I,Local,6675b20178fc5428625b3738
BPHIGHD,BP High Dependency - Maternity,,Y,I,Local,6675b20178fc5428625b3739
BPLAB,BP Laboratory,,Y,I,Local,6675b20178fc5428625b373a
BPLABOW,BP Delivery Ward,,Y,I,Local,6675b20178fc5428625b373b
BPMATH,BP Main Theatre,,Y,O,Local,6675b20178fc5428625b373c
BPMGENW,BP Male Ward,,Y,I,Local,6675b20178fc5428625b373d
BPMITH,BP Minor Theatre,,Y,O,Local,6675b20178fc5428625b373e
BPPAEDW,BP Paediatric Ward,,Y,I,Local,6675b20178fc5428625b373f
BPPSYCH,BP Psychiatric Ward,,Y,I,Local,6675b20178fc5428625b3740
BPTBWRD,BP TB Ward,,Y,I,Local,6675b20178fc5428625b3741
CFRARW,Area W Clinic,,Y,O,Local,6675b20178fc5428625b3742
CFRBOT,Botswelelo Clinic,,Y,O,Local,6675b20178fc5428625b3743
CFRGEE,Gerald Estate Clinic,,Y,O,Local,6675b20178fc5428625b3744
CFRJUB,Jubilee Clinic,,Y,O,Local,6675b20178fc5428625b3745
CFRNYI,Nyangabgwe Hospital IDCC,,Y,O,Local,6675b20178fc5428625b3746
CGABON,Bontleng Clinic,,Y,O,Local,6675b20178fc5428625b3747
CGABRT,Broadhurst Traditional Clinic,,Y,O,Local,6675b20178fc5428625b3748
CGAPMI,Princess Marina Hosp IDCC,,Y,O,Local,6675b20178fc5428625b3749
CGGNKOYA,GGC Nkoyaphiri Clinic IDCC,,N,O,Local,6675b20178fc5428625b374a
CGGTLOKN,GGC Tlokweng Main Clinic IDCC,,N,O,Local,6675b20178fc5428625b374b
CGHGPI,Gantsi Primary Hospital IDCC,,Y,O,Local,6675b20178fc5428625b374c
CHCCHA,Charleshill Clinic,,Y,O,Local,6675b20178fc5428625b374d
CKESLI,Scottish Livingstone IDCC,,Y,O,Local,6675b20178fc5428625b374e
CMHMHI,Mahalapye Hospital IDCC,,Y,O,Local,6675b20178fc5428625b374f
CNGBOS,Boseja Clinic,,Y,O,Local,6675b20178fc5428625b3750
CNGBOY,Boyei Clinic,,Y,O,Local,6675b20178fc5428625b3751
CNGMAC,Maun Council Clinic,,Y,O,Local,6675b20178fc5428625b3752
CNGMAI,Maun General Hospital IDCC,,Y,O,Local,6675b20178fc5428625b3753
CNGSED,Sedie Clinic,,Y,O,Local,6675b20178fc5428625b3754
CSOKSI,Kanye Adventist Hospital IDCC,,Y,O,Local,6675b20178fc5428625b3755
CSONEW,Newton Clinic,SER,N,O,Local,6675b20178fc5428625b3756
CSPKAD,Kadimo Samason Clinic,SE,N,O,Local,6675b20178fc5428625b3757
CSPKAS,Kadimo Samson Clinic,,Y,O,Local,6675b20178fc5428625b3758
CSPMOD,Modikwane Clinic,,Y,O,Local,6675b20178fc5428625b3759
CSPNEW,Newtown Clinic,,Y,O,Local,6675b20178fc5428625b375a
CSPNUT,Nutrition Clinic,,Y,O,Local,6675b20178fc5428625b375b
CSPSEI,Sekgoma Hospital IDCC,,Y,O,Local,6675b20178fc5428625b375c
CSPSER,Serowe Clinic,,Y,O,Local,6675b20178fc5428625b375d
CXAEROD,Aerodrome,,Y,O,Local,6675b20178fc5428625b375e
CXAIRSC,Airstrip Clinic,,Y,O,Local,6675b20178fc5428625b375f
CXAREAC,Area L Clinic,,Y,O,Local,6675b20178fc5428625b3760
CXAREASC,Area S Clinic,,Y,O,Local,6675b20178fc5428625b3761
CXARTEC,Artesia Clinic,,Y,O,Local,6675b20178fc5428625b3762
CXBAITC,Baitiredi Clinic,,Y,O,Local,6675b20178fc5428625b3763
CXBANTR,Bana Trial,,Y,O,Local,6675b20178fc5428625b3764
CXBBBO,Bobonong Primary Hospital,,Y,O,Local,6675b20178fc5428625b3765
CXBBSE,Selibe Phikwe Hospital,,Y,O,Local,6675b20178fc5428625b3766
CXBDFFC,BDF Clinic Franscistown,,Y,O,Local,6675b20178fc5428625b3767
CXBDFGL,BDF Clinic Glen valley,,Y,O,Local,6675b20178fc5428625b3768
CXBDFSP,BDF Clinic Selebi Phikwe,,Y,O,Local,6675b20178fc5428625b3769
CXBDFSS,BDF Clinic SSKB,,Y,O,Local,6675b20178fc5428625b376a
CXBDFTH,BDF Thebephatswe,,Y,O,Local,6675b20178fc5428625b376b
CXBEETH,Beetsha Health post,,Y,O,Local,6675b20178fc5428625b376c
CXBEREH,Bere Health Post,,Y,O,Local,6675b20178fc5428625b376d
CXBFWAS,Bot Familiy Welfare Associatio,,Y,O,Local,6675b20178fc5428625b376e
CXBMCLI,BMC Clinic,,Y,O,Local,6675b20178fc5428625b376f
CXBOATL,Boatlaname Health Post,,Y,O,Local,6675b20178fc5428625b3770
CXBODIB,Bodibeng Health Post,,Y,O,Local,6675b20178fc5428625b3771
CXBODUN,Bodungwane Health Post,,Y,O,Local,6675b20178fc5428625b3772
CXBOFWA,Bofwa,,Y,O,Local,6675b20178fc5428625b3773
CXBOGOH,Bogogobo Health Post,,Y,O,Local,6675b20178fc5428625b3774
CXBOIKH,Boikhutso clinic,,Y,O,Local,6675b20178fc5428625b3775
CXBOIPC,Boipelego Clinic,,Y,O,Local,6675b20178fc5428625b3776
