Mnemonic,Name,Old ID,Active,Type,Category
CSPSEI,Sekgoma Hospital IDCC,,Y,O,Local
CSPSER,Serowe Clinic,,Y,O,Local
CXAEROD,Aerodrome,,Y,O,Local
CXAIRSC,Airstrip Clinic,,Y,O,Local
CXAREAC,Area L Clinic,,Y,O,Local
CXAREASC,Area S Clinic,,Y,O,Local
CXARTEC,Artesia Clinic,,Y,O,Local
CXBAITC,Baitiredi Clinic,,Y,O,Local
CXBANTR,Bana Trial,,Y,O,Local
CXBBBO,Bobonong Primary Hospital,,Y,O,Local
CXBBSE,Selibe Phikwe Hospital,,Y,O,Local
CXBDFFC,BDF Clinic Franscistown,,Y,O,Local
CXBDFGL,BDF Clinic Glen valley,,Y,O,Local
CXBDFSP,BDF Clinic Selebi Phikwe,,Y,O,Local
CXBDFSS,BDF Clinic SSKB,,Y,O,Local
CXBDFTH,BDF Thebephatswe,,Y,O,Local
CXBEETH,Beetsha Health post,,Y,O,Local
CXBEREH,Bere Health Post,,Y,O,Local
CXBFWAS,Bot Familiy Welfare Associatio,,Y,O,Local
CXBMCLI,BMC Clinic,,Y,O,Local
CXBOATL,Boatlaname Health Post,,Y,O,Local
CXBODIB,Bodibeng Health Post,,Y,O,Local
CXBODUN,Bodungwane Health Post,,Y,O,Local
CXBOFWA,Bofwa,,Y,O,Local
CXBOGOH,Bogogobo Health Post,,Y,O,Local
CXBOIKH,Boikhutso clinic,,Y,O,Local
CXBOIPC,Boipelego Clinic,,Y,O,Local
CXBOITC,Boitekanelo Clinic,,Y,O,Local
CXBOKAAC,Bokaa Clinic Kweneng,,Y,O,Local
CXBOKAC,Bokaa Clinic Kgatleng,,Y,O,Local
CXBOKSC,Bokspits Clinic,,Y,O,Local
CXBOLE,Letlhakane Primary Hospital,,Y,O,Local
CXBOMM,Mmadinare Primary Hospital,,Y,O,Local
CXBONWP,Bonwapitse Health Post,,Y,O,Local
CXBOOR,Orapa Mine Hospital,,Y,O,Local
CXBORA,Rakops Primary Hospital,,Y,O,Local
CXBORAK,Borakalalo Clinic,,Y,O,Local
CXBORAKN,Borakalalo New Clinic,,Y,O,Local
CXBORIB,Boribamo Clinic,,Y,O,Local
CXBOROH,Boro Prison Health Post,,Y,O,Local
CXBOROL,Borolong Health Post,,Y,O,Local
CXBOROTC,Borotsi Clinic,,Y,O,Local
CXBOSEKP,Boseja Kubung Health Post,,Y,O,Local
CXBOSWEC,Boswelakoko Clinic,,Y,O,Local
CXBOTHHP,Bothatogo Health Post,,Y,O,Local
CXBOTLHA,Botlhapatlou Clinic,,Y,O,Local
CXBOTSAC,Botsalano Clinic,,Y,O,Local
CXBOTSHC,Botshabelo Clinic,,Y,O,Local
CXBOTSHE,Botshelo Clinic,,Y,O,Local
CXBOTSW,Botswelelo Clinic,,Y,O,Local
CXBOTUS,Botusa Clinic,,Y,O,Local
CXBOTUSA,Botusa Clinic,,Y,O,Local
CXBSEL,Selebi Phikwe Hospital IDCC,,N,O,Local
CXBTACL,BTA,,Y,O,Local
CXBUTAL,Butale Health Post,,Y,O,Local
CXCHADIC,Chadibe Clinic,,Y,O,Local
CXCHANG,Changate Clinic,,Y,O,Local
CXCHANOG,Chanoga Health Post,,Y,O,Local
CXCHARLC,Charleshill Clinic,,Y,O,Local
CXCHKA,Kasane Hospital,,Y,O,Local
CXCHOBHP,Chobokwane Health Post,,Y,O,Local
CXCOEMOL,College of Education Clinic,,Y,O,Local
CXCOVEMC,Covenant medical Centre,,Y,O,Local
CXDADAC,Joosub Dada Clinic,,Y,O,Local
CXDAMUHP,Damuchujenaa Health Post,,Y,O,Local
CXDAVECL,Davenine Clinic,,Y,O,Local
CXDEKARH,Dekar Health Post,,Y,O,Local
CXDELTMC,Delta Medical Centre,,Y,O,Local
CXDIABOH,Diabo Health Post,,Y,O,Local
CXDIBETH,Dibete Health Post,,Y,O,Local
CXDIGAWC,Digawana Clinic,,Y,O,Local
CXDIKGOH,Dikgonnye Health Post,,Y,O,Local
CXDIKWHP,Dikwididi Health Post,,Y,O,Local
CXDILOHP,Diloro Health Post,,Y,O,Local
CXDILOLH,Dilolwe Health Post,,Y,O,Local
CXDIMAJW,Dimajwe Clinic,,Y,O,Local
CXDIPHUH,Diphuduhudu Health Post,,Y,O,Local
CXDISANH,Disana Health Post,,Y,O,Local
CXDITLAH,Ditladi Health Post,,Y,O,Local
CXDITLHH,Ditlharapa Health Post,,Y,O,Local
CXDITSC,Ditshegwane Health Post,,Y,O,Local
CXDITSHHP,Ditshukudu Health Post,,Y,O,Local
CXDITSWC,Ditsweletse Clinic,,Y,O,Local
CXDOVEHP,Dovedale Health Post,,Y,O,Local
CXDRIEHP,Draiehoek Health Post,,Y,O,Local
CXDUKWIC,Dukwi Clinic,,Y,O,Local
CXDUTLWH,Dutlwe Health Post,,Y,O,Local
CXEASTHP,East Hanahai Health Post,,Y,O,Local
CXFBDFC,BDF Clinic Franscistown,,N,O,Local
CXFIHS,Franscistown IHS,,Y,O,Local
CXFPRISO,Prisons Clinic,,Y,O,Local
CXFRBD,Francistown BDF,,Y,O,Local
CXFRFR,Francistown BDF,,N,O,Local
CXGABAHP,Gabane Health Post,,Y,O,Local
CXGABAN,Gabane Clinic,,Y,O,Local
CXGABWES,Gaborone West Clinic,,Y,O,Local
CXGAKGHP,Gakgatla Health Post,,Y,O,Local
CXGAKH,Kanye SDA Hospital,,Y,O,Local
CXGAKUTH,Gakutlo Health Post,,Y,O,Local
CXGAMAJH,Gamajaalela Health Post,,Y,O,Local
CXGAMHP,Gambule Health Post,,Y,O,Local
CXGAMODH,Gamodubu Health Post,,Y,O,Local
CXGASITH,Gasita Health Post,,Y,O,Local
CXGASS,Sir Seretse Khama Base,,Y,O,Local
CXGATHWH,Gathwane Health Post,,Y,O,Local
CXGHANHP,Ghani Health Post,,Y,O,Local
CXGLOMI,Global Mission,,Y,O,Local
CXGNATAC,Nata Clinic Gweta,,Y,O,Local
CXGOBOH,Gobojango Health Post,,Y,O,Local
CXGOGO,Good Hope	Primary Hospital,,Y,O,Local
CXGOJWHP,Gojwane Health Post,,Y,O,Local
CXGOOSH,Goosekgweng Health Post,,Y,O,Local
CXGOOTH,Gootau Health Post,,Y,O,Local
CXGOSHW,Goshwe Health Post,,Y,O,Local
CXGROOT,Grootlaagte Health Post,,Y,O,Local
CXGUDIHP,Gudingwa Health Post,,Y,O,Local
CXGULUBH,Gulubane Health Post,,Y,O,Local
CXGUMAC,Gumare Clinic,,Y,O,Local
CXGUMHOS,Gumare Hospital,,Y,O,Local
CXGUNUTH,Gunutsoga Health Post,,Y,O,Local
CXGWETAC,Gweta Clinic,,Y,O,Local
CXGWETPH,Gweta Primary Hospital,,Y,O,Local
CXHABUHP,Habu Health Post,,Y,O,Local
CXHATSHP,Hatsalatladi Health Post,,Y,O,Local
CXHAVA,Harvard Studies,,Y,O,Local
CXHEACEN,Health Centre,,Y,O,Local
CXHEBRO,Hebron Clinic,,Y,O,Local
CXHEREFC,Hereford Clinic,,Y,O,Local
CXHUHU,Hukuntsi Primary Hospital,,Y,O,Local
CXHUKUN,Hukuntsi Clinic,,Y,O,Local
CXIHS,Institute of Health Sciences,,Y,O,Local
CXIKAGO,Ikago Clinic,,Y,O,Local
CXIKOGHP,Ikoga Health Post,,Y,O,Local
CXIKONGH,Ikongwe Health Psot,,Y,O,Local
CXINALEH,Inalegolo Health Post,,Y,O,Local
CXINDUS,Industrial Clinic,,Y,O,Local
CXINSDMA,Institute of Develo Management,,Y,O,Local
CXITHOLH,Itholoke Health Post,,Y,O,Local
CXJACKAH,Jackalas 1 Health Post,,Y,O,Local
CXJACKHP,Jackalas 11 Health Post,,Y,O,Local
CXJUMEDC,Juliana Medical Clinic,,Y,O,Local
CXJWATCC,Jwaneng Town Council Clinic,,Y,O,Local
CXJWJW,Jwaneng Mine Hospital,,Y,O,Local
CXKAATEL,Kgatelopele,,Y,O,Local
CXKACGAH,Kacgae Health Post,,Y,O,Local
CXKACHIC,Kachikau Clinic,,Y,O,Local
CXKAGIFC,Kagiso Clinic Franscistown,,Y,O,Local
CXKAGISC,Kagiso Clinic Selebi Phikwe,,Y,O,Local
CXKALAKH,Kalakamati Health Post,,Y,O,Local
CXKALAMC,Kalamare Clinic,,Y,O,Local
CXKALKFC,Kalkfontein Clinic,,Y,O,Local
CXKANG,Kang clinic,,Y,O,Local
CXKANYMC,Kanye Main Clinic,,Y,O,Local
CXKARAKH,Karakubis Health Post,,Y,O,Local
CXKARENG,Kareng Health Post,,Y,O,Local
CXKASHP,Kasane Health Post,,Y,O,Local
CXKAUDH,Kaudwane Health Post,,Y,O,Local
CXKAUXP,Kauxwi Health Post,,Y,O,Local
CXKAVIMHP,Kavimba Health Post,,Y,O,Local
CXKAZBDF,Kazungula BDF Health Post,,Y,O,Local
CXKAZUNH,Kazungula Health Post,,Y,O,Local
CXKEDIAHP,Kedia Health Post,,Y,O,Local
CXKEDIRC,Kediretswe Clinic,,Y,O,Local
CXKENGHP,Keng Health Post,,Y,O,Local
CXKESC,Scottish Livingstone Hospital,,Y,O,Local
CXKETA,Thebephatshwa Airbase BDF,,Y,O,Local
CXKETH,Thamaga Primary Hospital,,Y,O,Local
CXKGARIH,Kgari Health Post,,Y,O,Local
CXKGDE,Deborah Memorial hospital,,Y,O,Local
CXKGOMOH,Kgomodiatshaba Health Post,,Y,O,Local
CXKGOMOK,Kgomokasitwa Health Post,,Y,O,Local
CXKGOPEH,Kgope Health Post,,Y,O,Local
CXKGSOIN,Kgosing Clinic,,Y,O,Local
CXKGWATC,Kgwatlheng Clinic,,Y,O,Local
CXKHAKHC,Khakhea Clinic,,Y,O,Local
CXKHAWHP,Khawa Health Post,,Y,O,Local
CXKHAYAH,Khayakholo Health Post,,Y,O,Local
CXKHAYAK,Khayakholo Clinic,,Y,O,Local
CXKHEKHP,Khekhenye Health Post,,Y,O,Local
CXKHONHP,Khonkhwa Health Post,,Y,O,Local
CXKHUDC,Khudumelapye Clinic,,Y,O,Local
CXKHUMAC,Khumaga Health Post,,Y,O,Local
CXKHURUC,Khurumela	Clinic,,Y,O,Local
CXKHURUH,Khurutshe Health Post,,Y,O,Local
CXKHWAIC,Khwai Clinic,,Y,O,Local
CXKODIHP,Kodibeleng Health Post,,Y,O,Local
CXKOKOHP,Kokong Health Post,,Y,O,Local
CXKOKOTH,Kokotsha Health Post,,Y,O,Local
CXKOLEHP,Kole Health Post,,Y,O,Local
CXKOMAHP,Komana Health Post,,Y,O,Local
CXKOPON,Kopong Health Post,,Y,O,Local
CXKOTOHP,Kotolaname Health Post,,Y,O,Local
CXKUBANH,Kubung Health Post,,Y,O,Local
CXKUDUMH,Kudumatse Health Post,,Y,O,Local
CXKUMAKC,Kumakwane Health Post,,Y,O,Local
CXKUTAMH,Kutamogore Health Post,,Y,O,Local
CXKWANBDF,Kwando BDF Health Post,,Y,O,Local
CXKWEEHP,Kwee Health Post,,Y,O,Local
CXKWENHP,Kweneng Health Post,,Y,O,Local
CXKWTS,Tsabong Primary Hospital,,Y,O,Local
CXLAPOLO,Lapologang Clinic,,Y,O,Local
CXLAZANC,Lazane Kaplan Clinic,,Y,O,Local
CXLECHC,Lecheng Clinic,,Y,O,Local
CXLEETHP,Leetile Health Post,,Y,O,Local
CXLEHUTH,Lehututu Health Post,,Y,O,Local
CXLEKGOH,Lekgolobotlo Health Post,,Y,O,Local
CXLEKGWH,Lekgwapeng Health Post,,Y,O,Local
CXLENTC,Lentsweletau Health Post,,Y,O,Local
CXLENTSW,Lentswelemoriti Health Post,,Y,O,Local
CXLENYBDF,Lenyanti BDF Health Post,,Y,O,Local
CXLEPHEC,Lephephe Clinic,,Y,O,Local
CXLEPHP,Lepokole Health Post,,Y,O,Local
CXLERAC,Lerala Clinic,,Y,O,Local
CXLESETC,Lesetlhana Clinic,,Y,O,Local
CXLESHHP,Leshibitse Health Post,,Y,O,Local
CXLESILH,Lesilakgokong Health Post,,Y,O,Local
CXLESIRC,Lesirane Clinic,,Y,O,Local
CXLESOMH,Lesoma Health Post,,Y,O,Local
CXLETHCL,Letlhakeng Clinic,,Y,O,Local
CXLETSHP,Letsholathebe Health Post,,Y,O,Local
CXLOBATH,Lobatse Athlone Hospital,,Y,O,Local
CXLOKGWH,Lokgwabe Health Post,,Y,O,Local
CXLOOLHP,Loologane Health Post,,Y,O,Local
CXLOOLOC,Loologane Clinic,,Y,O,Local
CXLOTLHC,Lotlhakane East Clinic,,Y,O,Local
CXLOTLHP,Lotlhakane West Health Post,,Y,O,Local
CXLOTSAC,Lotsane Clinic,,Y,O,Local
CXLUSAN,Lusane Clinic,,Y,O,Local
CXMAAPEH,Maape Health Post,,Y,O,Local
CXMABABE,Mababe Health Post,,Y,O,Local
CXMABALH,Mabale Health Post,,Y,O,Local
CXMABEC,Mabeleapudi Clinic,,Y,O,Local
CXMABELE,Mabeleapodi,,Y,O,Local
CXMABELH,Mabeleng Health Post,,Y,O,Local
CXMABESH,Mabesekwa Health Post,,Y,O,Local
CXMABHP,Mabolwe Health Post,,Y,O,Local
CXMABULE,Mabule Clinic,,Y,O,Local
CXMABUTC,Mabutsane Clinic,,Y,O,Local
CXMACHAC,Machaneng Clinic,,Y,O,Local
CXMADIAH,Madiaele Health Post,,Y,O,Local
CXMADIHP,Madiaela Health Post,,Y,O,Local
CXMADISP,Madisakwane Health Post,,Y,O,Local
CXMAFITC,Mafitlhakgosi Clinic,,Y,O,Local
CXMAGAPH,Magapatona Health Post,,Y,O,Local
CXMAHETH,Mahetwe Health Post,,Y,O,Local
CXMAHOHP,Mahotshwane Health Post,,Y,O,Local
CXMAITEC,Maitengwe Health Post,,Y,O,Local
CXMAJWAN,Majwanadipitse Clinic,,Y,O,Local
CXMAJWHP,Majwaneng Health Post,,Y,O,Local
CXMAKAKC,Makakatlela Clinic,,Y,O,Local
CXMAKAKU,Makakung Health Clinic,,Y,O,Local
CXMAKALA,Makalamabedi Clinic,,Y,O,Local
CXMAKALC,Makaleng Clinic,,Y,O,Local
CXMAKGOH,Makgophana Health Post,,Y,O,Local
CXMAKOBH,Makobo Health Post,,Y,O,Local
CXMAKOPC,Makopong Clinic,,Y,O,Local
CXMAKWHP,Makwate Health Post,,Y,O,Local
CXMALAHP,Malaka Health Post,,Y,O,Local
CXMALAT,Malatswai Clinic,,Y,O,Local
CXMALEH,Maleshe Health Post,,Y,O,Local
CXMALOHP,Malolwane Health Post,,Y,O,Local
CXMALOTHP,Malotwana Health Post,,Y,O,Local
CXMALWEL,Malwelwe Health Post,,Y,O,Local
CXMAMBOH,Mambo Health Post,,Y,O,Local
CXMANAHP,Manaledi Health Post,,Y,O,Local
CXMANDHP,Mandunyane Health Post,,Y,O,Local
CXMANGAC,Manga Clinic,,Y,O,Local
CXMANTSH,Mantswabisi Health Post,,Y,O,Local
CXMANYAC,Manyana Clinic,,Y,O,Local
CXMANYHP,Manyanda Health Post,,Y,O,Local
CXMAOKAC,Maokane Clinic,,Y,O,Local
CXMAOKC,Maokatumo Clinic,,Y,O,Local
CXMAPOKC,Mapoka Clinic,,Y,O,Local
CXMAPR,Mahalapye Prison Clinic,,Y,O,Local
CXMARAHP,Maralaleng Health Post,,Y,O,Local
CXMARAPO,Marapong Clinic,,Y,O,Local
CXMAROBH,Marobela Health Post,,Y,O,Local
CXMASE,Sefhare Primary Hospital,,Y,O,Local
CXMASEGO,Masego Clinic,,Y,O,Local
CXMASINH,Masingwaneng Health Post,,Y,O,Local
CXMASUKH,Masukwane Health Post,,Y,O,Local
CXMASUNG,Masunga Clinic,,Y,O,Local
CXMASUPH,Masunga Primary Hospital,,Y,O,Local
CXMATEBH,Matebele Health Post,,Y,O,Local
CXMATEN,Matenge Health Post,,Y,O,Local
CXMATHAC,Mathathane Clinic,,Y,O,Local
CXMATHAN,Mathangwane Clinic,,Y,O,Local
CXMATHP,Matlhakola Health Post,,Y,O,Local
CXMATLAP,Matlapana Health Post,,Y,O,Local
CXMATLHP,Matlhako Health Post,,Y,O,Local
CXMATOBH,Matobo Health Post,,Y,O,Local
CXMATOHP,Matopi Health Post,,Y,O,Local
CXMATOLH,Matolwane Health Post,,Y,O,Local
CXMATSHC,Matshelagabedi Clinic,,Y,O,Local
CXMATSIH,Matsitama Health Post,,Y,O,Local
CXMATSIL,Matsiloje Clinic,,Y,O,Local
CXMAUBHP,Maubelo Health Post,,Y,O,Local
CXMAUCC,Maun Councelling Centre,,Y,O,Local
CXMAUCL,Maunatlala Clinic,,Y,O,Local
CXMAUKAC,Maokatumo Clinic,,Y,O,Local
CXMAUNAH,Maunatlala Clinic,,Y,O,Local
CXMAUNH,Letsholathebe 11 Hospital,,Y,O,Local
CXMAUSSC,Maun Sec School Clinic,,Y,O,Local
CXMAUSU,Maun Surgery,,Y,O,Local
CXMBALAH,Mbalambi Health Post,,Y,O,Local
CXMBDFCL,Maun BDF Clinic,,Y,O,Local
CXMBOAH,Maboane Health Post,,Y,O,Local
CXMBUDH,Mabudzani Health Post,,Y,O,Local
CXMEDIE,Medie Health Post,,Y,O,Local
CXMENTAH,Mental Referal Hospital,,Y,O,Local
CXMETLOC,Metlobo Clinic,,Y,O,Local
CXMETLOH,Metlojane Health Post,,Y,O,Local
CXMETSIH,Metsimaswaane Health Post,,Y,O,Local
CXMETSIM,Metsimotlhabe Clinic,,Y,O,Local
CXMFHIC,Mafhikana Clinic,,Y,O,Local
CXMGORHP,Magoriapitse Health Post,,Y,O,Local
CXMHALPH,Mhalapitsa Health Post,,Y,O,Local
CXMIDDLC,Middlepits Health Post,,Y,O,Local
CXMMADIHP,Mmadikola Health Post,,Y,O,Local
CXMMADUH,Mmadunyane Health Post,,Y,O,Local
CXMMAKHP,Mmakgori Health Post,,Y,O,Local
CXMMAMOC,Mmamokhasi Clinic,,Y,O,Local
CXMMANHP,Mmanako Health Post,,Y,O,Local
CXMMANKC,Mmankgodi Clinic,,Y,O,Local
CXMMAPHH,Mmaphashalala Health Post,,Y,O,Local
CXMMASHC,Mmashoro Clinic,,Y,O,Local
CXMMASHO,Mmashoro Clinic,,Y,O,Local
CXMMATHC,Mmathubudukwane Clinic,,Y,O,Local
CXMMATHE,Mmathethe Clinic,,Y,O,Local
CXMMATHP,Mmatseta Health Post,,Y,O,Local
CXMMATSC,Mmatshumo Clinic,,Y,O,Local
CXMMEYAH,Mmeya Health Post,,Y,O,Local
CXMMOKOC,Mmokolodi Clinic,,Y,O,Local
CXMMOPAN,Mmopane Clinic,,Y,O,Local
CXMMOPHP,Mmopane Health Post,,Y,O,Local
CXMMUTHP,Mmutlane Health Post,,Y,O,Local
CXMOBOLH,Mobolwe Health Post,,Y,O,Local
CXMOCDRH,Mochudi Deborah Retief Hosp,,Y,O,Local
CXMODIHP,Modipane Health Post,,Y,O,Local
CXMODIKH,Modikwane Health Post,,Y,O,Local
CXMOETIC,MOETI CLINIC,01-3-17,Y,O,Local
CXMOGAHP,Mogapinyana Health Post,,Y,O,Local
CXMOGOBC,Mogobane Clinic,,Y,O,Local
CXMOGOBH,Mogobane Health Post,,Y,O,Local
CXMOGODI,Mogoditshane Clinic,,Y,O,Local
CXMOGOHP,Mogome Health Post,,Y,O,Local
CXMOGOJH,Mogojogojwe Health Post,,Y,O,Local
CXMOGONH,Mogonono Health Post,,Y,O,Local
CXMOGOR,Mogorosi Clinic,,Y,O,Local
CXMOGORH,Mogorosi Health Post,,Y,O,Local
CXMOGOTH,Mogotho Health Post,,Y,O,Local
CXMOGOTL,Mogotlhwane Health Post,,Y,O,Local
CXMOIYAC,Moiyabana Clinic,,Y,O,Local
CXMOKATH,Mokatako Health Post,,Y,O,Local
CXMOKGEH,Mokgenene Health Post,,Y,O,Local
CXMOKGOC,Mokgoro Clinic,,Y,O,Local
CXMOKHHP,Mokhomma Health Post,,Y,O,Local
CXMOKHP,Mokgware Health Post,,Y,O,Local
CXMOKIBC,Mokubilo Health Post,,Y,O,Local
CXMOKOBH,Mokobeng Health Post,,Y,O,Local
CXMOKOHP,Mokoboxane Health Post,,Y,O,Local
CXMOKOKH,Mokokwana Mosweu Health Post,,Y,O,Local
CXMOKOSW,Mokoswana Health Post,,Y,O,Local
CXMOKUHP,Mokungwana Health Post,,Y,O,Local
CXMOLAHP,Molalatau Health Post,,Y,O,Local
CXMOLAPC,Molapowabojang Clinic,,Y,O,Local
CXMOLCOL,Molepolole College of Edu,,Y,O,Local
CXMOLECL,Molepolole Clinic,,Y,O,Local
CXMONOHP,Monong Health Post,,Y,O,Local
CXMONWH,Monwane Health Post,,Y,O,Local
CXMOOKAC,Mookane Clinic,,Y,O,Local
CXMOPIPC,Mopipi Clinic,,Y,O,Local
CXMORALH,Moralane Health Post,,Y,O,Local
CXMOREHP,Moreomaoto Health Post,,Y,O,Local
CXMOREMH,Moremi Health Post,,Y,O,Local
CXMOREOH,Moreomabele Health Post,,Y,O,Local
CXMOREOM,Moreomaoto Clinic,,Y,O,Local
CXMORHP,Morwe Health Post,,Y,O,Local
CXMOROKC,Moroka Clinic,,Y,O,Local
CXMORUPC,Morupule Colliary Clinic,,Y,O,Local
CXMORWAC,Morwa Clinic,,Y,O,Local
CXMORWAH,Morwa Health Post,,Y,O,Local
CXMORWC,Morwamusu Clinic,,Y,O,Local
CXMOSEHP,Mosetse Health Post,,Y,O,Local
CXMOSHAH,Moshaneng Health Post,,Y,O,Local
CXMOSHCC,Moshupa Council Clinic,,Y,O,Local
CXMOSHUS,Moshupa SDA Clinic,,Y,O,Local
CXMOSHWA,Moshaweng Clinic,,Y,O,Local
CXMOSOC,Mosojane Health Post,,Y,O,Local
CXMOSOLH,Mosolotshane Health Paste,,Y,O,Local
CXMOSUHP,Mosu Health Post,,Y,O,Local
CXMOTLHP,Motlhabaneng Health Post,,Y,O,Local
CXMOTLOP,Motlopi Clinic,,Y,O,Local
CXMOTOC,Motopi Clinic,,Y,O,Local
CXMOTOKC,Motokwe Clinic,,Y,O,Local
CXMOTSWC,Motswedi Clinic,,Y,O,Local
CXMOWAHP,Mowana Health Post,,Y,O,Local
CXMPRISO,Maun Prison Clinic,,Y,O,Local
CXMULAMH,Mulambakwena Health Post,,Y,O,Local
CXNATALH,Natale Health Post,,Y,O,Local
CXNCAAHP,Ncaang Health Post,,Y,O,Local
CXNCOJAC,Ncojane Clinic,,Y,O,Local
CXNEWTOC,New Town Clinic,,Y,O,Local
CXNEWXAC,New Xade Clinic,,Y,O,Local
CXNGARHP,Ngarange Health Post,,Y,O,Local
CXNGGU,Gumare Primary Hospital,,Y,O,Local
CXNGWAPH,Ngwapa Health Post,,Y,O,Local
CXNGWARE,Ngware Clinic,,Y,O,Local
CXNKAIKE,Nkaikela Clinic,,Y,O,Local
CXNKAIKH,Nkaikela Health Post,,Y,O,Local
CXNKANGC,Nkange Clinic,,Y,O,Local
CXNKOYAC,Nkoyaphiri Clinic,,Y,O,Local
CXNLAPHC,Nlaphwane Clinic,,Y,O,Local
CXNOJAC,Nojane Clinic,,Y,O,Local
CXNOKANE,Nokaneng Clinic,,Y,O,Local
CXNSHAHP,Nshakashongwe Health Post,,Y,O,Local
CXNSWAZC,Nswazwi Clinic,,Y,O,Local
CXNTLHAC,Ntlhantlhe Clinic,,Y,O,Local
CXNTSHEC,Ntshe Clinic,,Y,O,Local
CXNTSWC,Ntswe Clinic,,Y,O,Local
CXNTSWEC,Ntsweletau Clinic,,Y,O,Local
CXNXAMHP,Nxamasere Health Post,,Y,O,Local
CXNXAUNH,Nxaunxau Health Posr,,Y,O,Local
CXNXOMHP,Nxomokao Health Post,,Y,O,Local
CXOFAMIC,Okavango F Informatory Clinic,,Y,O,Local
CXOLIPHC,Oliphants Drift Clinic,,Y,O,Local
CXOMAWEH,Omaweneno Health Post,,Y,O,Local
CXONALED,Old Naledi Clinic,,Y,O,Local
CXOODICL,Oodi Clinic,,Y,O,Local
CXORAPA,Orapa Mine Clinic,,Y,O,Local
CXOTSECL,Otse Clinic,,Y,O,Local
CXOTSEHP,Otse Health Post,,Y,O,Local
CXPAJBDF,Paje BDF Clinic,,Y,O,Local
CXPAJCLI,Paje Clinic,,Y,O,Local
CXPALLAH,Palla Road Health Post,,Y,O,Local
CXPANDAC,Pandamatenga BDF Clinic,,Y,O,Local
CXPANDAM,Pandamatenga Clinic,,Y,O,Local
CXPARAKH,Parakarangu Health Post,,Y,O,Local
CXPELCEC,Peleng Central Clinic,,Y,O,Local
CXPELEAC,Peleng East Clinic,,Y,O,Local
CXPHAPC,Phaphane Clinic,,Y,O,Local
CXPHIMOL,Phitshane Molopo Clinic,,Y,O,Local
CXPHITSH,Phitshane Potlokwe Health Post,,Y,O,Local
CXPHUDHP,Phuduhedu Health Post,,Y,O,Local
CXPHUTHC,Phuthadikobo Clinic,,Y,O,Local
CXPHUTIC,Phuting Health Post,,Y,O,Local
CXPILANH,Pilane Health Post,,Y,O,Local
CXPILIKC,Pilikwe Clinic,,Y,O,Local
CXPITSAN,Pitsane Clinic,,Y,O,Local
CXPITSEC,Pitseng Clinic,,Y,O,Local
CXPLATHP,Plateau Health Post,,Y,O,Local
CXPOLANI,Polani Clinic,,Y,O,Local
CXPOLEHP,Pole Health Post,,Y,O,Local
CXPOLIC,Police Clinic - Otse,,Y,O,Local
CXPOLICE,Police College,,Y,O,Local
CXPOLOHP,Poloka Health Post,,Y,O,Local
CXPRPR,Private Practice,,Y,O,Local
CXQABOHP,Qabo Health Post,,Y,O,Local
CXQANGC,Qangwa Clinic,,Y,O,Local
CXRADIC,Radisele Clinic,,Y,O,Local
CXRAILHP,Railways Health Post,,Y,O,Local
CXRAKHUH,Rakhuna Health Post,,Y,O,Local
CXRAKOPC,Rakops Health Post,,Y,O,Local
CXRALHP,Ralekgetho Health Post,,Y,O,Local
CXRAMAC,Ramatlabama Clinic,,Y,O,Local
CXRAMAKC,Ramakgwebana Clinic,,Y,O,Local
CXRAMBLH,Ramotswa Bamalete Luth Hosp,,Y,O,Local
CXRAMOKC,Ramokgonami Clinic,,Y,O,Local
CXRAMONH,Ramonaka Health Post,,Y,O,Local
CXRAMOTH,Ramotlabaki Health Post,,Y,O,Local
CXRAMSTC,Ramotswa Station Clinic,,Y,O,Local
CXRANAKA,Ranaka Clinic,,Y,O,Local
CXRASHP,Rasesa Health Post,,Y,O,Local
CXRATHHP,Ratholo Health Post,,Y,O,Local
CXROBELH,Robelela Health Post,,Y,O,Local
CXRUNGHP,Rungwana Health Post,,Y,O,Local
CXRUSMAY,Russel May Clinic,,Y,O,Local
CXSALAC,Salajwe Clinic,,Y,O,Local
CXSAMAHP,Samane Health Post,,Y,O,Local
CXSANKOY,Sankoyo Health Post,,Y,O,Local
CXSAOT,Athlone Hospital,,Y,O,Local
CXSATAUH,Satau Health Post,,Y,O,Local
CXSBSEL,Selebi Phikwe Hospital IDCC,,Y,O,Local
CXSCOTIC,Scottish Livingstone Hospital,,Y,O,Local
CXSEBELE,Sebele Clinic,,Y,O,Local
CXSEBHP,Sebogo Health Post,,Y,O,Local
CXSEBINC,Sebina Clinic,,Y,O,Local
CXSECHEH,Sechele Health Post,,Y,O,Local
CXSEDIEC,Sedie Clinic,,Y,O,Local
CXSEFHOC,Sefhope Clinic,,Y,O,Local
CXSEHERH,Seherelela H Post,,Y,O,Local
CXSEHITL,Sehitlhwa Clinic,,Y,O,Local
CXSEKAKC,Sekakangwe Clinic,,Y,O,Local
CXSEKGOH,Sekgoma Memorial Hospital,,Y,O,Local
CXSEKHUH,Sekhutlane Health Post,,Y,O,Local
CXSEKOHP,Sekoma Health Post,,Y,O,Local
CXSELEC,Seleka Clinic,,Y,O,Local
CXSELKIC,Selkirk Clinic,,Y,O,Local
CXSELOKH,Selokolela H Post,,Y,O,Local
CXSEMBOY,Semboyo Health Post,,Y,O,Local
